sectionName,string
4 Experiments,"3 To this end, the proposed method is compared with several recommendation methods including User-based CF (UCF), Item-based CF (ICF) [51], SlopeOne [52], SVD++ [53], TARS [12], SoRec [31], SoReg [54], TrustMF [22], SocialMF [28], TrustSVD [25], IPG [26], CETrust [21], and 2DGC [55]."
Methods,"Protocol The study protocol followed the recommendations of the PRISMA statement and Cochrane Collaboration for systematic reviews and meta-analysis [12,13]."
Discussion,Harpins are found to mediate HRbased PCD and produce elevated defense responses in plants (Lee et al. 2001a; Dong et al. 1999).
INTRODUCTION,"The sequence of intermediates in the hR photocycle and their interconversions have been the subject of numerous studies (Va´ró et al., 1995a, b; Hazemoto et al., 1984; Zimányi and Lanyi, 1989a, b; Zima´nyi et al., 1989; Spencer and Dewey, 1990; Ames et al., 1992; Dioumaev and Braiman, 1997a)."
1.2 Emotionality,"…and high levels of defecation are interpreted as indicators of high levels of emotionality (DeFries, Wilson, & McClearn, 1970; Flint et al., 1995; Gervais, 1976), although the validity of ambulation and defecation as indexes of emotionality has been questioned (Lister, 1990; Ramos & Mormède, 1998)."
3 Experimental Setup,"Following prior work (Haghighi et al., 2008; Prochasson and Fung, 2011; Vuliƒá and Moens, 2013b), we retain only nouns that occur at least 5 times in the corpus."
Introduction,"5 nM and individuals need to ingest at least 25–50 μg of vitamin D per day to sustain a blood level of > 75 nM 25(OH) vitamin D [22, 23]."
Materials and Methods,"The Caribbean sample includes sequences from Panama that were previously obtained by McCartney and Lessios (2004), with GenBank accession numbers AY451242–AY451275."
Methods,The LAA orifice area was then calculated by using the equation [19]: LAA orifice area = œÄ x (Dmax/2) x (Dmin/2).
,"Discussion In the past five years, several studies have aimed to evaluate the impact of PTGS2 SNPs on the risk of developing different types of cancer [10,15,16,21-46]."
METHODS,"Fluoroscopy-guided anterior scalene (ASM) or pectoalis minor (PM) muscle blocks, or both, with local aneshetic were frequently used to help reinforce the clinical iagnosis of NTOS and to provide additional insight into he likely responsiveness to treatment.(7,11) All patients not reviously treated for NTOS and those for whom previous hysical therapy did not appear to have been suitably tareted toward NTOS, underwent a 4- to 6-week course of TOS-specific physical therapy overseen by a therapist ith experience and expertise in the management of TOS."
Morbidity and Economic Burden,"It is estimated that the abuse and misuse of prescription opioids are responsible for somewhere between $53 to $72 billion in cumulative costs annually.(33,34) These fig-"
Introduction,"that can destroy tumor cells but are instead induced to suppress anti-tumor immune responses by releasing elevated levels of the immune suppressive products, nitric oxide, IL10 and TGF- , and down-regulating levels of the immune stimulatory product IL-12 [10, 17, 14, 20]."
Introduction,"…either undergoing pain or suffering emotionally, localized a core network including anterior insula (AI), inferior frontal gyrus (IFG), and anterior midcingulate cortex (aMCC) (Singer et al. 2004; Jackson et al. 2006; Singer 2006; Decety and Moriguchi 2007; Fan et al. 2011; Lamm et al. 2011)."
Methods,"The differential magnitude of effect in large versus small studies (Ioannidis et al.
2003; Zintzaras et al. 2005) for the allele contrast was tested using the Egger regression test for funnel plot asymmetry (Egger et al. 1997) and the Begg-Mazumdar test, which is based on Kendall’s tau (Begg and…"
Discussion,"Even, the GU toxicity in our study are high, the observed rate averaged those described in former reports [1,4,5,7,10,11,25]."
5.2 Stability of the selection trait,"…of these findings, the difference in thigmotaxis between the selectively bred HOFT and LOFT mice seemed to be a stable and robust feature of these animals, suggesting that the two lines differed with regard to trait anxiety rather than to state anxiety (see Belzung & Griebel, 2001; Lister, 1990)."
METHODS,"Division of Arabidopsis thaliana Proteins into Families using PFAM
Each probeset in the Affymetrix ATH1 microarray platform was mapped using BLAST (Altschul et al., 1990) to the
Table 3."
1 Introduction,The computational system arising from the ad-hoc computation network point of view has been modeled by combining the notion of distributed data streams [5] with classic distributed approaches to solve problems on particular topologies [6] as the SSSF model [2].
Background,"Matthews et al. (2002) concluded that 3–4 days monitoring were required to correctly measure moderate-to-vigorous physical activity (MVPA), and that 7 days were needed to reliably estimate physical inactivity [5]."
Introduction,"Force feedback (FFB) has been shown to increase the usability and to decrease the cognitive workload during the surgery, as reflected in faster learning curves (Narazaki et al. 2006; Okamura 2009)."
Methods,"Trait data collection
We used 10 plant functional traits related to growth, survival, and the response to environmental change (Pérez-Harguindeguy et al. 2013), including leaf area (LA; mm2), specific leaf area (SLA; mm2 g 1), chlorophyll content (measured by the SPAD device unit [see below]),…"
METHODS,"Infection Control Measures/Investigation of Implicated Re-useable Medical Device: After the first site visit on May 31, 2006, ACDC issued interim recommendations including adding antibiotic coverage from gram-negative organisms for cardiac surgery patients, collecting surveillance cultures (sputum) on all intubated CVICU patients, collecting environmental cultures, and culturing the TEE equipment and removing it from use."
Results and discussion,"Bifidobacteria is the third most common genus in the human intestine, constituting about 3% of the adult fecal flora and more than 75% of the infant fecal flora (Langendijk et al., 1995; Franks et al., 1998; Harmsen et al., 2000)."
1. Introduction,"Exercise has an important role not only in promoting general health but also in the prevention and treatment of various kinds of ailments, such as mood disorders (Agras, 1995) and constitutional hypotension (Duschek and Schandry, 2007)."
Discussion,"Note that Drieghe et al. (2008) have proposed that parafoveal-on-foveal effects (i.e., an effect of the word to the right of fixation that appears in the eye movement record before the eyes have actually left the fixated word) may be likely to arise in cases in which the saccadic targeting system…"
4. EXPERIMENTAL SETUP,"Starting from the reference C-based implementation provided in the CORTEXSUITE, a recently-released suite of benchmarks designed to challenge current hardware systems [26], we completed a design specification in synthesizable SystemC that is parametric with respect to the PLM size."
DISCUSSION,"The level of expression of amyloid- protein precursor investigated gene did not coincide with the earlier data concerning staining of different parts of amyloidprotein precursor in the rat cortex [17, 21]."
Appendix A. learning G-PLDA mixture model,This transition was introduced first by Prince and Elder (2007) and it simplifies formulas for parameter update on Mstep of EM algorithm.
Is there a biological rationale for EBT in SIRS/Sepsis?,"Experimental evidence and clinical observations support the concept that these molecules participate in the pathogenesis of organ injury and that their blood levels correlate with severity of illness and outcome (5, 6)."
Methods,The frame rate was set between 60 and 90 frames per second.(7) Echocardiograms were digitally stored and later analysed off-line using acoustic-tracking software (Echo-Pac version 7.
4. Discussion,"…side-effects are found with currently available hypnotics, it will be of interest to determine whether newer genetic methods for enhancing sleep in rodents can reverse/attenuate or slow-down Alzheimer's pathology in rodent models (Jego et al., 2013; Konadhode et al., 2013; Anaclet et al., 2014)."
Methods,"Indeed, strong correlations between inhibitions at different ISIs have been reported previously (Roshan et al. 2003) which would be consistent with this idea."
Discussion,"Although previous reports suggest that ISC differentiation is compromised by constant signals through CD40 (41, 42), in this study we demonstrate that activation through CD40 alone drives B cell differentiation, evidenced by moderate levels of Ig secretion."
,"(Following Clarke [5], to prove these results one could also replace the above two requirements by the single one that the weakest precondition be definable.)"
Materials and methods,"This dose of D1 antagonist was previously shown to suppress the increase in locomotor activity measured in the open-field test, induced by BC264 (Ladurelle et al. 1997)."
4.2. Cracking at low applied load ratio,"A few non-axisymmetric calculations have been carried out for inclined impact of deep substrates (Chen, 2001; Peters et al., 2002)."
Materials and methods,"RNA interference in ticks Genes for RNAi were selected based on previous results in R. microplus or Dermacentor variabilis demonstrating the effect of gene knockdown on tick attachment, mortality, and/or fertility (de la Fuente et al. 2007b; 2008)."
Methods,"These include the HGMD (Stenson et al. 2009), the NHGRI Catalog of Published GWAS (Hindorff et al. 2001) and the OMIM (Amberger et al. 2009)."
Methods,"Body weight and height were collected for all subjects using SECA 600 model while obesity was defined as BMI>30 kg/m 2 , according to the criteria of International Obesity Task Force [11]."
2.2 Behavior and Mission of Autonomous System,", 2007a) and further discussed in (Rüdiger et al., 2007b), which leads to catastrophic consequences when left."
Methods,"Zambia Demographic and Health Surveys (ZDHS) The ZDHS is a nationally representative population-based survey, and HIV testing was included in selected households in its 2001/2002 and 2007 rounds [21,22,23]."
METHOD,"For the CVLT–II index, the probability of invalid effort was calculated by the formula developed by Wolfe et al. (2010)."
6.5. Unsolved Issues in Biomedical Relation Extraction,"A possible cause is that few approaches take advantages of the information about relations included in ontologies [Huang et al., 2004b, 2006b], which usually are used like simple dictionaries."
2. Related Work,"Plan recognition, which seeks to infer agents’ goals along with their plans for achieving them from sequences of observable actions, has been studied for tasks ranging from traffic monitoring (Pynadath and Wellman 2000) to operating system usage (Blaylock and Allen 2003) to story understanding (Charniak and Goldman 1993)."
3. Methods,"Measurement This study assessed frustration using the four-item scale of Kammann and Flett [1983] and continuance intention using the three-item scale of Bhattacherjee and Premkumar [2004]. Intensity of gamer experience was measured using the item “On average, how many hours per week do you spend playing this game?”."
METHODS,"Chinese hamster ovary (CHO) cells were stably transfected with either the human TNF-a gene cloned into a mammalian expression vector (TNF-a cells) or the mammalian expression vector alone (CHO cells, control) as described previously (5, 7, 8)."
,", 2010) Lack of HPWS/HRM in Victorian health care organisations Victorian state public health care organisations report limited HRM/HPWS components (Leggat et al., 2008) Victorian state public hospitals report fewer aspects of HPWS then community health services (Leggat et al."
Introduction,…have also been particularly well investigated (Perez-Coll et al. 1988; Pérez-Coll & Herkovits 1990; Steele et al. 1991; Strickler-Shaw & Taylor 1991; Sobotka & Rahwan 1995; Stansley & Roscoe 1996; Stansley et al. 1997; Kumar 1999; Rice et al. 2001; Rosenberg et al. 2003; Fink & Salibian 2005).
Discussion,"The bottoms of the Bohai and Yellow Seas are composed mainly of sand, mud and mixed sediment and are not suitable for the
settlement of A. coerulea planula larvae (Chen & Zhu, 2012; Duarte et al., 2012)."
Single inoculations,"For a first experiment, 18 isolates representing 14 OTUs were randomly selected from the 92 OTUs (Shipunov et al., 2008) to serve as inoculants."
Discussion,"In contrast, our analysis of the binding sites of 34 TFs revealed that many iUCEs likely serve as enhancers in early fly development, similarly to what has been observed in mammals (Pennacchio et al. 2006; Visel et al. 2008)."
METHODS,"Fragments of the Dem gene were cloned by inverse PCR (IPCR) (Thomas et al., 1994) and used to screen a lgt10 cDNA library constructed using seedling mRNA."
1. Introduction,"The Scottish translocation (St Clair et al., 1990) interrupting the coding sequence of DISC1 occurs between exons 8 and 9 (Ishizuka et al., 2006; Millar et al., 2001)."
Introduction,"…it induces the acrosome reaction of the spermatozoon; and, finally, immediately after fertilization, it prevents polyspermy (Baker et al. 2000; Bleil and Wassarman 1990; Herrler and Beier 1999; Serrano and Garcia-Suarez 2001;Thaler and Cardullo 2002; Yanagimachi 1994; Zhao and Dean 2002)."
Introduction,"In animals, supplementation with antioxidants seems to protect against CP-induced side effects (Greggi-Antunes et al., 2000; Mansour et al., 2002; Sueishi et al., 2002)."
METHODS,"The stress-wave velocity of each of these logs was measured using the HM-200 (Fibre-gen, Auckland, New Zealand) resonance-based tool."
"3.2. Effects of Jak, MEK and NF-κB inhibitors on IFN-γ and TNF-αinduced iNOS/NO generation in BV-2 cells","Activation of both the Jak/STAT and MEK/ERK signalling pathways has been implicated on IFN-γ-induced iNOS expression (Blanchette et al., 2003; Park et al., 2005; Shen et al., 2005)."
Background,"Interestingly, on average, individuals choose to exercise at intensities around VT [10-12,19] but individual differences in the chosen intensity are also demonstrated."
Method,"However, we did expect the manipulation to modulate the processing fluency of the metaphoric target sentences, so that the metaphoric target sentence would be processed more easily in the matched than in the mixed or literal contexts (Thibodeau & Durgin, 2008)."
Discussion,"Unfortunately, especially in cases of hereditary renal magnesium wasting, normal values for total serum magnesium are hardly achieved by oral substitution without considerable side effects, mainly resulting from the cathartic effects of magnesium salts [2]."
Introduction,"Interestingly, CLN5 is capable of utilizing MPR-independent pathway(s) to reach the lysosomes in the absence of MPRs [12]."
RESULTS,"We suggest that the interaction of two superimposed stimuli occurs during early sensory processing, while the interaction of two spots or separated patches of dots may occur later in sensory-motor integration or even in the motor pathways for pursuit (e.g., Kahlon and Lisberger 1999)."
Results,"…are that the flipped classroom approach focusses student-centred and collaborative, problem-based learning activities, thus enabling teachers to spend more time identifying student problems and knowledge gaps (Mason et al., 2013; McLaughlin et al., 2014; Prober & Khan, 2013; Strayer, 2012)."
Introduction,"In mouse models of amyloid-b accumulation, reduced cerebral blood flow occurs well before any pathological or neuro-
logical abnormalities (Niwa et al., 2002a, b; Iadecola,
2004)."
Methods,"In 2004 and 2005, we analysed variation in the concentration of carotenoids in relation to embryo sex in a nondestructive way (see Rubolini et al., 2006b; Saino et al., 2008a)."
"1.3.1. Fluid retention, edema formation and weight gain","A more recent study has employed a novel technique to measure body fluid compartments using bioimpedance spectroscopy, and showed increases in measured total body water (TBW) and ECFV with a trend for intracellular fluid increase in RGZ-treated mice (Fu et al., 2015)."
DISCUSSION,"It is known that contractile agonists, in addition to causing smooth muscle cells to generate force by the actomyosin mechanism, also result in actin polymerization (34, 49)."
Intracellular protein phosphorylation,Protein phosphorylation was analyzed by flow cytometry as described in detail previously [12-14].
INTRODUCTION,"A novel prokaryotic immunity-like system (CRISPR/CAS) has been recently discovered (Barrangou et al., 2007; Brouns et al., 2008; Marraffini & Sontheimer, 2008), involving two main constituents: (i) clusters of regularly interspaced short palindromic repeats (CRISPR) and (ii) CAS (CRISPR-associated…"
are most,"As observed previously (Worley et al., 1986b), 3H-forskolin binding differs strikingly from that of IP, in the hippocampus, with highest densities in the molecular layer of the dentate gyrus and the mossy fiber projection to CA3."
10 2.1. RHYTHMIC MOVEMENTS,"However, evidences of CPGs structures have been proposed for human (Duysens and Van de Crommert, 1998; Marder, 2000), initially for locomotion while recent insights suggest that the concept of CPG applies to the upper limb as well (see e."
Methods,"The left hand was used so the results could be compared with previous studies (Burnett et al. 2000; Christou et al. 2003, 2007; Laidlaw et al. 2000)."
Results and discussion,"Hence, the high sensitivity of RNA and its easy degradation are consequently highly affected by the extraction procedure utilized (Schroeder et al. 2006)."
Methods,"Further, selection was based on the following criteria: (1) both twins completed the 1987 VETR enrollment survey and the 1992 Harvard Drug Study (HDS; Tsuang et al. 1996) survey; (2) at least one twin reported that he had children born between 1974 and 1988; and (3) at least one twin met criteria for a lifetime diagnoses of DSM-III-R alcohol dependence (for COA) or drug dependence (for TAP) (as determined by the HDS; Tsuang et al."
2.1 Measurement Techniques for Platforms,Another mass transfer technique for film cooled endwalls was applied by Friedrichs et al. (1996) using the Ammonia-Diazo method for discrete hole film cooling. Jabbari et al. (1996) among others used the naphthalene sublimation technique for such an application.
Introduction,"In the earlier definition in Taiwan, developmental disability was attributed mainly to health conditions or impairment of body functions, likely to be lifelong in nature and to result in substantial activity limitations and restrictions in societal participation [17]."
5. Discussion,"‚Ä¶research quality, our results point instead to two alternative explanations: on the one hand, our findings appear to complement recent work by Stern (2004), which argues that firms benefit by promoting science not because it improves theR&Dprocess, but rather because talented employees‚Ä¶"
METHODS,"…the AN model, each of which has been tested against physiological responses from cats to simple and complex stimuli, including tones, two-tone complexes, broadband noise, and vowels (Carney 1993; Heinz et al. 2001; Zhang et al. 2001; Bruce et al. 2003; Tan and Carney 2003; Zilany and Bruce 2006)."
Keywords,"This dysbiosis may impact the presence of interleukin-17 (IL17)-producing T-helper cells (Th17) and regulatory T cells (Tregs), as the development of these cells is heavily reliant on the microbial composition (Atarashi et al. 2011; Ivanov et al. 2009; Kriegel et al. 2011)."
Methods,"…of the precentral sulcus, superior to the cingulate sulcus (or the paracingulate sulcus, when present), and behind the coronal plane perpendicular to the anterior commissure – posterior commissure (AC – PC) line and tangent to the posterior margin of the AC (Chainay et al. 2004; Fink et al. 1997)."
1. Introduction,"With “Ayur” meaning life and “veda” meaning knowledge or science, Ayurveda is centered on health principles (Patwardhan and Mashelkar, 2009)."
RESULTS,"Comparison of sperm retrieval rate according to testicular histology
Five of the included studies made a comparison of sperm retrieval according to testicular histology (Okada et al., 2002; Tsujimura et al., 2002; Ramasamy et al., 2005; Colpi et al., 2009; Ghalayini et al., 2011)."
Discussion,"comparable to that in a recent study conducted in the mainland China [16], which has population health characteristics comparable to those in Taiwan."
2 Related work,"[30] focus on returning the fragments rooted at SLCA nodes, and propose an XML keyword search engine XSeek."
Cell culture,3D organotypic culture was performed as described previously (Wescott et al. 2009).
