sectionName,string
,"The erythropoietic growth factors affect the progenitors in all these locations [3], and many procedures have been undertaken to reproduce the erythroid maturation in vitro including initial selection of the CD34+ cells [7–11], adherence depletion [1,3,12,13] and phased culturing [6,12,14]."
1 Introduction,"Model calculations overpredicted the OH concentrations (Mao et al., 2009), particularly at altitudes less than 2 km, but found the overprediction to correlate with HCHO concentrations, indicating missing reactive VOCs in the model (Mao et al., 2009)."
Results,"Transcripts containing the four noncoding exons are expressed in multiple regions of the mouse brain and nervous system, indicating that they do not determine distinct expression domains (Drews et al. 2005)."
Discussion,…extends previous work that has shown that certain aspects of gait may depend on cognitive function and attention (Springer et al. 2006; Woollacott and Shumway-Cook 2002; Yogev et al. 2005; Bloem et al. 2001; Morris et al. 1996; Auriel et al. 2006; Van Wegen et al. 2006; Verghese et al. 2002).
5.2 Methods,"…between output and input, CNF achieves almost 10% relative improvement over CRF. CNF also outperforms other methods including SVMpro (Hua and Sun, 2001), SVMpsi (Kim and Park, 2003), YASSPP (Karypis, 2006), PSIPRED (Jones, 1999), SPINE (Dor and Zhou, 2007) and TreeCRFpsi (Dietterich et al., 2004)."
Discussion,This is consistent with the former research result that NSPEs reduce the amount of pathological bacteria within the small intestine by lowering the viscosity of intestinal digesta [11].
,"we take one real DHT system Kad [1] as a case for study, which is the first widely-deployed Kademlia-based [17] DHT file-sharing system."
4.2. Cracking at low applied load ratio,"Simulations of the beam-type specimens (Chen, 2001; Peters et al., 2002) were able to capture the stresses measured in the experiments."
Results,"(7) investigated BNP for the diagnosis of acute lung injury in a different cohort of intensive care patients, those having acute pulmonary edema."
Discussion,"Previous studies described that ectopic miR-99a expression slowed keratinocyte growth and liver cancer cell growth by blocking the cell cycle at the G1/S transition [10,29]."
1.1. Ridge Crest Setting,"The composite maps were generated through further development of previously reported navigation [Kinsey and Whitcomb, 2004] and sonar processing routines [Ballard et al., 2000; Whitcomb et al., 2000; Singh et al., 2000], and are nested within the existing ABE bathymetry data collected at 9 500N [Yoerger et al."
METHODS,"We incorporated HF remodeling of the electromechanical tissue properties in the MRI-based geometric model of failing canine ventricles, as previously described (9)."
Introduction,"Although extensive research have been carried out on testing the ISSM [16–19], little study [6] exists which explores the success of ePortfolios by leveraging ISSM as a theoretical underpinning."
Discussion,"A closely related analogue of CGP78850, CGP85793, prevented sperm capacitation and increase in P-Tyr (de Lamirande and Gagnon, 2002), again emphasizing the difference in the regulation between this process and AR."
Discussion,"Our data also showed that lesions in the head and neck region responded better to PDL therapy than in other regions; similar results were reported by several studies [16, 24‚Äì28]."
DISCUSSION,"However, we did not observe any association of maternal free thyroxine with child neurodevelopmental outcomes, agreeing with the Project Viva results (11) but not with those of other studies (8–10, 43)."
1. Introduction,"was coined to synthesize how humanoid robots and computational neuroscience could contribute to progresses in naturalizing human psychology and the underlying neurophysiology (Asada et al., 2001; Brooks, 1997; Cheng et al., 2007; Kawato, 2008)."
Method,"The method Gordian [30] has been the most successful analytic placer that can handle large design instances [30, 34, 15, 60, 43, 32, 2, 63]."
1. Introduction,", 2006), and there are many examples of studies examining the adoption of mobile technology and mobile services (Balocco et al., 2009; Kim and Garrison, 2009; Liang et al., 2007), to the best of the authors’ knowledge, this is the first study to combine these two perspectives in an attempt to understand how sales forces adopt mobile technology for the purposes of accessing CRM systems."
RESULTS,", 2005) and the two remaining studies were pseudo-randomized controlled studies (Colpi et al., 2009; Ghalayini et al., 2011); these last two studies were randomized based on the waiting list for the operative theatre."
Results,cells expressed CD7 in coculture with OP9 stroma cells in the absence of IL-7 and in the presence of IL-15 conditioning [(2) NL/(2)IL-7(+)IL-15].
MATERIALS AND METHODS,The transfection method using adenovirus conjugated to poly-L-lysine and the techniques used to expose cells to laminar shear stress with the use of a parallel-plate shear chamber and flow loop have been described elsewhere (15).
1. Introduction,"…plays a minimal role, because IFN-γ is unable to induce its nuclear translocation (Blanchette et al., 2003; Shenet al., 2005); others indicate that, byactivating Jak/STATindependent pathways, IFN-γ induces the nuclear translocation of both NF-κB and IRF-1 (Kim et al., 2004; Park et al., 2005)."
Discussion,"Our classification of comorbidities was also dependent on coded data, which may have inaccuracies but is unlikely to be differentially distributed between RA and non-RA cases, and therefore unlikely to introduce systematic bias into the results [27]."
5.2.3 Methods,"Next, the tumor area in the patient can either be delineated manually or using classification methods on multi-modal magnetic resonance (MR) images as shown in (199)."
1 Introduction,"Whether Arctic clouds have a net warming or cooling effect depends on the time of year and location (Garrett et al., 2002; Garrett and Zhao, 2006; Lubin and Vogelmann, 2007; Sedlar et al., 2010; Shupe and Intrieri, 2004; Tjernström, 2005; Wang and Key, 2003)."
2.4.4 DESCRIPTION OF THE GUIDE AND NAVIGATION SCHEME,"9: Mobivisit project, Screenshots of the mobile museum guide, Museum of Fine Arts, Lyon (Damala et al., 2005)
-"
Methods,"Group 3: mice were anesthetized in a Plexiglas chamber with 3% isoflurane in air for 25 min (after the desired concentration was reached) twice daily, as described previously (12); 0."
INTRODUCTION,"The reciprocating single file systems such as Reciproc (VDW, Munich, Germany) and WaveOne (Maillefer, Ballaigues, Switzerland) provides more flexibility of the M‐wire Ni‐Ti alloy, greater resistance to cyclic fatigue and better handling of narrow and curved canals than the traditional Ni‐Ti instruments and they are widely used in endodontic treatment.[17,18] These file systems use reciprocating movements in the preparation of root canals."
1. Introduction,"Because of the inherent lack of scalability in floodbased schemes, researchers have looked at several hierarchical and structured approaches [12][11]."
1. Background,"A large number of possible routes can exist between any two compounds, particularly those that feature in multiple pathways, and so tools such as KEGG PathComp [6] have been created to automatically perform these searches quickly and efficiently."
DISCUSSION,"It has been reported that NF-κB activation can induce expression of Bcl-2 protein, thereby inhibit apoptosis.((33)) However, our results documented that HQH could attenuate adriamycin-induced cellular apoptosis, while NF-κB signaling was inhibited."
DISCUSSION,"[24,25] However, planar I-131 imaging has traditionally suffered from low resolution, and a paucity of anatomic information along with a long list of physiologic variants makes image interpretation challenging.[26] Therefore, it is assumed that the reason why functioning ETT in TGDR has been underestimated in patients with DTC is mainly due to the poor image quality of an I‐131 scan."
RESULTS,"Treatment with the general myosin inhibitor 2,3-butanedione monoxime (BDM) (Radford and White, 2011) reduced the number of flg22-induced FLS2-GFP endosomes by ;80% compared
with the control."
BCG–IFN in BCG failures,IFN-alpha as a biological response modiWer showed modest activity against NMIBC [17].
4.1 Setup,"The development and test sets are from WMT 2006 shared task.1 The evaluation metric is case-insensitive BLEU (Papineni et al., 2002) as calculated by the multi-bleu.perl script."
Quantitative community structure,"Disadvantages include those described above for DNA (if this is the PCR target, although disadvantage d would not apply) or RNA (if reversetranscriptase PCR is used), plus the unknown yet potentially variable amplification efficiencies of different target sequences (Suzuki & Giovannoni, 1996)."
Introduction,"For example, personality disorders have been reported to be significant predictors of low scores across a range of subscales on the SF-12 [8], including mental health, social functioning and role impairment due to emotional problems [9, 10]."
,"The novel speckle correlation analysis method is proposed for evaluating the degree of coherence (DOC), by modifying the previously proposed theory [8] and adapting it to the standard phase modulator configuration."
,"CYLD was catalytically deficient when tested with TRAF2/ 6 as substrates (4); and consistently, it increased IkBaphosphorylation and NF-kB gene reporter function (Supplementary Fig."
Implications for Explaining Cooperation: Towards a Classification in Terms of Psychological Mechanisms,"(Unfortunately, many later references to Trivers (1971) do not clearly distinguish reciprocal helping from cooperation in the narrow sense and from exchange among not particularly needy individuals.)"
DISCUSSION,"…(Aldehni et al., 2003), glnN displays an imperfect NtcAbinding motif and a negatively acting cis-element in the upstream region of its promoter (Aldehni & Forchhammer, 2006), and nblA has a complex regulatory region containing multiple promoters: under nitrogen deprivation, its major promoter…"
Discussion,also reported that IL-6 caused growth impairment through a decrease in IGF-1 in IL-6 transgenic mice under the control of neurospecific enolase promoter (46).
Discussion,"Instead of using the single fuzzless locus mutant developed mapping populations (Rong et al. 2005, 2007; Zhang et al. 2005; Guo et al. 2006; Wan et al. 2007), the common female parent line of the two F2 populations we developed combined at least two fuzzless loci (N1 and n2, and probably n3)…"
INTRODUCTION,"For example, studies of genetic correlations in Drosophila frequently report positive correlations among most traits measured (Cowley and Atchley 1990; Wilkinson et al. 1990; Norry et al. 1997)."
Discussion,"Hearing loss and tinnitus have been linked, both pathophysiologically (Eggermont and Roberts, 2004; Jastreboff, 1990) and clinically (De Ridder et al., 2015a; Norena et al., 2002; Schecklmann et al., 2012b)."
Methods,Renal transplants in these pairs were performed as previously described.(17) All recipients received induction with 0.
Discussion,"On contrary to our results, Huang et al. (2006) studied 150 Chinese patients with SLE and 130 unrelated healthy individuals living in central Taiwan as control subjects. There were no statistically significant differences in IL-6 and IL-8 gene polymorphisms between the SLE and control groups (p=0.53 and p=0.44, respectively). In addition, there was no significant association between the two groups in allelic frequency of IL-6 and IL-8 (p=0.89 and p=0.26, respectively). Also, Schotte et al. (2001) studied a population-based case–control study of 211 Caucasian German SLE patients and did not reveal any significant association of IL-6 gene polymorphism with susceptibility to SLE."
Results,"Up to now, no role for FGF signaling in aVE induction has been described, however, Fgf8b was found to be important for the correct positioning of the aVE (Guo and Li, 2007)."
Discussion,"Our observations are compatible with those of Verdijk et al, who expressed an N-terminal cytoplasmic GFP-tagged Langerin mutant in human fibroblastic cells [26]."
Discussion,"The occurrence of burst suppression in this study contrasts with EEG studies in humans, rats and horses in which no burst suppression was reported over the range 0.6–1.75 MAC halothane (Johnson et al. 1994; Thomsen & Prior 1996; Johnson & Taylor 1998; Antunes et al. 2003; Murrell et al. 2008)."
Results,"The 21 RCTs [15-35] and 42 observational studies [36-77] (33 cohort, nine case-control) were included in the analysis."
METHODS,The method takes advantage of the reaction of GSH with o-phthalaldehyde at pH 8.0 and of GSSG with o-phthalaldehyde at pH 12.0; GSH can be complexed to N-ethylmaleimide to prevent interference of GSH with the measurement of GSSG (17).
Discussion,We also reported that the corresponding lysine residue of T. thermophilus acyl-CoA synthetase was propionylated (Okanishi et al. 2014).
Methods,"For example, analysis of data for 36, 424 older people in four developed countries found frailty index values to be closely comparable across countries, increasing with age at approximately 3% per year in community-dwellers and correlating highly with mortality [28]."
Background,"Evidence for this specific role of piRNAs comes from the studies in y [5-7], zebrafish [8,9] and mouse [10-13]."
1. Introduction,"The use of trifluoroacetic anhydride as a promoter for esterification of a variety of O-acylated chitin derivatives is also noted [5,6]."
1 Introduction,"Extracellular signal-regulated kinase 1 and 2 (ERK1/2), the c-Jun amino-terminal kinase (JNK 12/3), p38 kinase, and ERK5 are the four alternative MAPKs activated by distinct stimuli [1]."
Discussion,"These results are contrary to the long-held belief
 that monarch butterflies were most vulnerable to distur-
 bance on the wintering grounds since they congregate in a
 small area at high densities (Brower et al. 2002, 2004)."
1 Introduction,"Surprisingly, only quite recently a suitable security model for proxy signatures has been introduced [4], and adopted to multi-level and identity-based proxy signature schemes later on [16]."
Methods,"Competition of BaP and BeP with [3H]2,3,7,8tetrachlorodibenzo-p-dioxin ([3H]TCDD) for binding to a trout AHR2αwasmeasured by velocity sedimentation in sucrose gradients in a vertical tube rotor (Tsui and Okey, 1981) as described earlier (Billiard et al., 2002; Karchner et al., 1999)."
Methods,"As in past research (McBride et al. 2003), responses for girls’ menarche were coded (1 = no; 4 = yes) to create a scale comparable to other items and a mean score across all five items was computed for both girls, α=0."
DISCUSSION,"…and new
Frontiers in Cellular Neuroscience www.frontiersin.org December 2014 | Volume 8 | Article 433 | 5
ideas regarding cell degeneration in ALS including, intracellular calcium dysregulation, mitochondria, oxidative stress, and possibly excitotoxicity (Martin, 2010a,b; Reddy and Reddy, 2011)."
4.2. Predicting traffic flows,"We report results compared to [23] and test-time dropout, as those were the best competitors from Section 4."
The present studies,"…the source and target domains that makes the target sentence easier to process: When people are already thinking of a lawyer as a boxer, they can process a target sentence that extends this metaphor more quickly (Bowdle & Gentner, 2005; Gibbs, 2011; Giora, 2003; Thibodeau & Durgin, 2008)."
Introduction,"Furthermore, although unconditional or speedy and persistent helping may be the most effective in providing benefits to vulnerable or needy others, this behavior may have to be tempered by distrustful or punishing tendencies in order to establish stable patterns of reciprocity (Trivers 1971)."
2.1. Molecular Alterations Detected in the Olfactory Bulb (OB) of 18-Month-Old Tg2576 Mice,Tg2576 transgenic mice suffer from memory deficits accompanied by β-amyloid plaques that increase with disease progression [5–7].
Introduction,The pig is increasingly used to study neurobehavioral dysfunction because of multiple advantageous characteristics such as its size and brain development [40].
Characteristics of the subjects,"were those whose proportions in serum or skeletal muscle lipid esters have been shown to be related to variations in insulin sensitivity (16:0, 16:1, 18:2 n-6, 20:3 n-6, 20:4 n-6 and SFA) (Salomaa et al., 1990; Borkman et al., 1993; Vessby et al., 1994, 2002; Pan et al., 1995; Lovejoy et al., 2001; Pelikanova et al., 2001; Vessby, 2003)."
METHODS,"The study population size was calculated considering a proportion of 53% of patients with a cardiovascular SOFA score of 3 or 4 at H24 in the control group, as previously reported (12)."
RESULTS,"We compared the activity of this construct with those of wild-type Tx NS1 and PR(1-80)Tx(81-230) in the Mx1 and SV40 promoter-driven reporter assays and found a reversal of the inhibitory activity, very similar to the effect of Tx(CPSFmut) (Fig."
Methods,"…August 14, 2015 10 / 21
proxies may have difficulty evaluating the impact of conditions on dimensions of health such as pain and emotion; Tilford et al. (2005) [79] called for more research to be conducted on calculation methods for young child when discussing the issues surrounding the…"
1.4 Problems Associated with Wind Power,There has been some work done in resolving adequacy problems associated with generation system planning [4-6].
5 Experiments and performance evaluation,"In (Premebida et al 2015), and in accordance with the experiments carried out in (Ullah et al 2008), exhaustive experimental results were reported for different conditions of illumination and portions (“A” and “B”), and separately for STD and EXT sequences."
Methods,"For the RNA-Seq data set the fitting parameters are p = 0.47 and
PLOSGenetics | DOI:10.1371/journal.pgen.1005613 October 23, 2015 18 / 23
s = 0.16, and for the RPF data set are p = 0.58 and s = 0.15."
Results and Discussion,"A similar observation was reported previously by others [14,15] who compared atypical ductal hyperplasia, DCIS and IDC and showed high degrees of similarity at the level of gene expression between these pathological stages."
Discussion,"investing in proportionally longer reproductive tracts, resulting in positive allometry, could potentially function to enable the female greater control over fertilization under sperm competition (Birkhead 1995)."
Introduction,Krajcarski et al (1999) and Chiang (in press) have provided a greater understanding of the active muscular response that is responsible for maintaining stability.
,Each locus was amplified using sequence-specific primers tagged with an M13 tail and a fluorescently labelled M13 primer (Schuelke 2000).
4. Image formation in vibro-acoustography,The PSF for an USVA imaging system can be definded as the normalized acoustic emission produced by a unit point-target in response to the modulated radiation force [4].
RESULTS,"…effects of reinforcers and punishers using concurrent-schedule and signal-detection procedures has found stronger support for a subtractive model over an additive model (Critchfield, Paletz, MacAleese, & Newland, 2003; de Villiers, 1980; Farley, 1980; Farley & Fantino, 1978; Lie & Alsop, 2009)."
INTRODUCTION,"Mitochondrial mechanisms have been implicated in the pathogenesis and progression of amyotrophic lateral sclerosis (ALS; Wong et al., 1995; Bendotti et al., 2001; Beal, 2005; Martin, 2010a; Reddy and Reddy, 2011; Muyderman and Chen, 2014)."
Introduction,"The receptor for advanced glycation end products—RAGE— is a multi-ligand molecule belonging to the immunoglobulin superfamily (Neeper et al. 1992; Schmidt et al. 1992, 1994; Thornalley 1998; Baynes 2003)."
Discussion,"In children with the refluxing ileal conduit acute pyelonephritis was observed in 16–22% [5, 6]."
Methods,"…breathing test during which subjects were required to breathe at approximately 60% MVV using tidal volumes that
were about 50% of VC at a breathing frequency of approximately 30 breaths/min until exhaustion (defined as inability to maintain the target ventilation) (Boutellier et al. 1992)."
2 The Dynamic Octree,"Traditionally, octrees have been used for ray tracing [Glassner 1984; Fujimoto et al. 1986], background object collision detection [Bandi and Thalmann 1995], motion planning [Hamada and Hori 1996], and other operations which are performed on static objects."
DISCUSSION,"As expected, during actually executed tasks all subjects recruited a network of cortical and subcortical brain regions deputed to motor and sensory control that became more extensive in patients likely as a compensatory mechanism to maintain a normal performance despite the presence of focal and diffuse brain injury (Guillot and Collet, 2005; Pantano et al., 2005; Rocca et al., 2005; Lenzi et al., 2007)."
Introduction,"infantum H-line is more susceptible to oxidative stress, and thus a change in thiol-redox metabolism in this line may explain its loss of virulence [15]."
3 Results and discussion,Our method does not provide absolute concentrations but only relative levels as commonly used in other lipidomics approaches (Graessler et al. 2009; Rhee et al. 2011).
Discussion,"In addition, EAAT2 has also been observed in microglia after facial nerve axotomy (Nakajima et al., 2001), a feature which is consistent with previous findings indicating that macrophages and microglia may acquire glutamate transporters and thus, together with astrocytes, contribute to regulate glutamate homeostasis after injury (Rimaniol et al."
3. Implementation Details,We implemented the methods described in Section 2 in C++ using SCIP [48] version 3.2 with CPLEX 12.6.1 as LP solver.
Introduction,"Also, functional integration abnormalities between brain areas, which are primarily reflected by the intrinsic functional connectivity, were demonstrated to be the neural basis of impaired cognition in aMCI patients (Bai et al., 2009a, 2009b; Sorg et al., 2007; Xie et al., 2012)."
,"Following [18], denote λM = bn ∞ (9) to be the characteristic mitosis rate, λR = μγ LD −3 (10)"
Discussion,"Studies by Ross and Lindsay (1965), Sandham (1986), Horswell (1991), Hoenig and Schoener (1992), Ugar and Semb (2001), Giannakari (2004), Rajion et al. (2006), Lima et al. (2009) supported this finding and confirmed the association between upper cervical vertebral anomalies and cleft lip and/or…"
Discussion,"For the wild-type mice, our results were in line with previous studies (Brose et al. 2016, Bazinet et al. 2005, Trepanier et al. 2017) such that CO2-induced increases
 A cc
 ep te
 d A
 rt ic
 le
 This article is protected by copyright."
Results and discussion,Vertical orientation might lead to aggregation processes and the formation of AmB pores in the ergosterol-containing DPPC membrane (Gruszecki et al. 2002).
Introduction,"The existence of multiple PGE2 receptor subtypes, namely EP1, EP2, EP3 and EP4, has been confirmed by molecular cloning [3]."
Experiments,"Experimental conditions were the same as described elsewhere (Lee et al., 1997; Lee and Kim, 1998)."
Methods,"Hepatocytes were isolated from adult male Sprague-Dawley rats and adult male mice C57/BL6 wild type; C57/BL6-lpr (FAS receptor null); C57/BL6-gld (FAS ligand mutant); by the two-step collagenase perfusion technique (Kamath et al., 1999; Park et al., 2000a,b)."
3.4.1.2. Programmed Death Receptor-1,"MPDL3280A presents an engineered Fc domain capable of abrogating ADCC, by preventing the depletion of activated T cells that also express PD-L1 [149]."
METHODS,"The aHPeV3 (A308-99) antibody was a kind gift from Dr Shimizu, National Institute of Infectious Diseases, Tokyo, Japan, prepared as pooled guinea pig serum (Ito et al., 2004)."
Experimental Setup,"The development process and functional behaviour of the cellular array was executed on an FPGA (Tufte and Haddow, 2005)."
Discussion,"Studies based on adherence to the ACS and/or the WCRF/AICR guidelines also reported that women who adhere to the guidelines were less likely to develop endometrial cancer, but these studies have also failed to provide evidence to suggest that lifestyle-related factors act jointly to influence risk of ovarian cancer [15, 17, 36]."
Discussion,"Furthermore, considering that the 12.4 kb 3 enhancer expresses so uniformly in nearly all Ptf1a-expressing regions in the nervous
system, it is surprising that this element expresses very sparsely in the pancreas, and even then it is not active until much later in development (Masui et al., 2008)."
METHODS,"METHODS A total of 20 PD patients (response rate 71.4%; mean age 64.4 ± 11.6 years) were assessed using the Beliefs about Medicines Questionnaire, Self Efficacy for Managing Chronic Disease Scale, Hospital Anxiety and Depression Scale (HAD) and Kidney Disease Quality of Life-Short Form."
Discussion,tended loop in TLR9 (10) situated between LRR1 and LRR2 that could be another lysosomal protease cleavage site(s).
,"Relative location deviation of filters (Ef,k[Df,k]) in CNNs that are trained for single-category classification using the Pascal VOC Part dataset [3]."
Results,"…a species-specific antibody that recognizes an extracellular epitope specifically associated with the tip and kino-
cilial links of chick hair cells and the calyceal processes of photoreceptors, immunoprecipitates two proteins of 200 and 250 kDa from chicken retina (Goodyear and Richardson, 2003)."
METHODS,"Cases were identified and clinical data collected through the Genetic Studies of Human Developmental Disorders at the Medical College of Wisconsin, Milwaukee, WI or the A/M Clinical Registry at the Albert Einstein Medical Center, Philadelphia, PA.
 Genomic DNA was extracted using the Autopure LS system (Qiagen, Valencia, CA) from blood or buccal samples and the SOX2 coding region was amplified using primers: set 1 forward, 5'-AGT CCC GGC CGG GCC GAG-3', and set 1 reverse, 5'-GGT AGC CCA GCT GGT CCT G-3', and set 2 forward, 5'-CAA GAC GCT CAT GAA GAA GG-3', and set 2 reverse, 5'-TAC TCT CCT CTT TTG CAC CC-3'."
,"Lamellar split bone grafting The lamellar split osteotomy is a surgical technique that was developed in the late 1980s and was reported in the literature in 1990.[5,6] This technique allows changing in the position of the outer bone cortex by splitting it in situ as you would a segment of cranial bone on the back table."
Discussion,"Moreover, our unexpected results, which did not show a decrease in microbial load but instead a tendency towards an increase, are discordant with previous studies using either qPCR [10,12] or culture methods [34,35,36,37] (Table S1)."
RESULTS AND DISCUSSION,"MtrF and NGO1024 appear to be linked in a regulatory sense, in that the transcripts for these proteins are controlled directly or indirectly by at least four regulatory elements, including NrrF, Fur, and two additional transcriptional repressors, MtrR and MpeR (57, 58)."
Method,"First, correlational and principal components analyses were used to examine the relationship between TVA parameters and performance on the Fixed and Ran-
 dom versions of the SART (Robertson et al., 1997)."
1. Introduction,", 2011) or enteric polymers such as hydroxypropyl methylcellulose phthalate (HPMCP) (Miyazaki et al., 2011) and hydroxypropyl methylcellulose acetate succinate (HPMCAS) (Friesen et al."
METHODS,"A contribution of MiRP1 to native IKr is debatable however (28, 29), and it has been suggested that MiRP1 is unlikely to associate significantly with hERG in areas of the heart outside of the conduction system (30, 31)."
Introduction,"2008) and is involved in the inactivation of extrinsic as well as intrinsic apoptosis pathways, by interacting with pro-apoptotic proteins like p53, Bcl-2, Bax, Bad, PUMA, MSH2, MSH6 and others (Ludwig-Galezowska et al. 2011)."
1. Introduction,"The adopted theoretical formulation expands on the USVA theory for two confocal beams in the case of lossless media [4,5], by also including absorption in the analytical model."
Methods,"The feed-restricted controls were provided feed according to a pre-designed protocol based on previous data (Pohjanvirta et al., 2008) and intended to mimic the feed consumption of L–"
2 Methods,"Here, we start from one of the
simplest models proposed by Song et al. (2000), in which the amplitude of change in synaptic strength is not affected by baseline connection strength, called the additive-STDP model."
8 Case study: In-place list reversal,"Compared to an earlier in-place list reversal example [47], the proof script was about the same structure and size, 67 lines."
Methods,"The recommended diet was formulated by Excel Eiyo-kun software version 4.0‚Äì6.0 for Food Frequency Questionnaire, which analyzes each participant‚Äôs diet information collected on the Food Frequency Questionnaire Based on Food Groups version 2.0‚Äì3.5 (KENPAKUSHA, Tokyo, Japan)."
