sectionName,string
3.2. Yield and characterisation of ethanol organosolv lignin (EOL),"Both the OS7 and OS8 lignin yields were approximately 65%, which was close to the lignin yields previously observed by Pan et al. (2006a) who employed higher temperatures and higher loadings of H2SO4 during the organosolv pretreatment."
1.3 Horizontal gene transfer in the rhizosphere,"Nucleotide sequences in databases indicate that some genes in soil bacteria genomes were originated from integration of plant genetic material (Doolittle et al., 1990; Smith et al., 1992; Wakabayashi et al., 1986)."
Introduction,"They are scale-free, i.e., there are many nodes with few neighbors and few nodes with many neighbors, which are called hubs (Barabási et al 2011; Pavlopoulos
Communicated by: Ron AWevers
Electronic supplementary material The online version of this article (https://doi.org/10.1007/s10545-018-0140-0)…"
Introduction,that idic Y is formed by homologous crossing-over between opposing arms on sister chromatids [13].
Introduction,and psychosocial adjustment from treatment including bother from side effects [4].
Introduction,"To date, a handful of factors derived from testicular somatic cells, such as Sertoli cells, peritubular myoid cells, and Leydig cells, have been demonstrated to influence SSC renewal, in particular glial cell-line derived neurotrophic factor (GDNF), fibroblast growth factor 2 (FGF2), colony stimulating factor 1, and Wnt5a [4,5,6,7]."
Results,"As expected a small number of protein bands (about a dozen) are shown in comparison to the whole proteome [19], however, when evaluated, only five proteins were detected capable of binding sub-fraction #5."
1. Introduction,"We present an implementation of Yager’s [32, 33] idea, mainly using Kacprzyk and Yager’s [7], and Kacprzyk, Yager and Zadro ny's [8, 9] extensions."
Results,"Some studies specifically acknowledge active learning (Mason et al., 2013; McLaughlin et al., 2014), and one study also names blended learning (Strayer, 2012)."
Discussion,"DNA extraction in activated sludge is often carried out by the FastDNA Spin Kit for Soil [10,12,48]."
Background,"For example, enumeration of CD8+ tumor-infiltrating lymphocytes (TILs) has been shown to be a reliable prognostic marker for a number of cancers, including colorectal cancer and non–small-cell lung carcinoma (NSCLC) [3, 21, 23, 24, 28]."
1. Introduction,"Various theoretical accounts of this effect have been provided in the literature (see MacLeod, 1991; Aron, 2007, for reviews), but the most classical one invokes solving a conflict between the reading and naming response tendencies (Cohen et al., 1990)."
Methods,"The genetic map was obtained from the Rutger’s published map [2], and the PPL was computed using KELVIN."
DISCUSSION,"This result is in agreement with the findings that mouse embryos homozygous for a null goosecoid allele do not have gastrulation or neural induction defects (Yamada et al., 1995; Rivera-Perez et al., 1995) and chick embryos can develop normally even when manipulated so that their organizer does not express goosecoid(Psychoyos and Stern, 1996)."
Clinical features,The anatomic site of involvement was determined by the system reported by Knowles et al..[18] We specified lachrymal gland origin when the gland structure could be clearly recognized in the histopathological specimens.
Results & Discussion,"A comparison between the findings of Krajcarski et al. (1999) and the rested values in the present study revealed similar effects of pre- load and added load on peak trunk flexion and extensor moments. The EMG activity of the trunk extensor muscles (TES and LES) had similar responses to the loading conditions, although the pre-trial LES and TES EMG amplitudes from Krajcarski et al. (1999) were about 6 to 13 %MVC larger than was found in the current study."
Discussion,"Other than the transfer sometime after 50,000 years ago of the Yamuna River from the Indus to the Ganges (Clift et al. 2012), the timing of specific capture events cannot be reconstructed from the terrestrial evidence alone and in many cases remains unclear or imprecise (Clift and Blusztajn 2005)."
,"Assessment for ALT in mouse GBM Previous characterization of human GBM has shown an association between mutations of ATRX and the maintenance of telomere length by ALT, or nontelomerase-based, pathways (1, 8)."
Discussion,"Similar results were previously reported (Blume et al.2000; Grant and Loake 2000a, b; Grant et al. 2000)."
1. Introduction,"As a consequence, by their activities, earthworms could therefore modify metal speciation, mobility (Sizmur and Hodson, 2009) and bioavailability (Capowiez et al., 2011; Wen et al., 2006)."
INTRODUCTION,"…1–13, December 1, 2015 ª2015 Elsevier Inc. 1
2 Cell Metabolism 22, 1–13, December 1, 2015 ª2015 Elsevier Inc.
(Urakawa et al., 2006), the pro-hypertrophic effects of FGF23 on cardiac myocytes were blocked by pharmacologic inhibition of phospholipase Cg (PLCg) and calcineurin (Faul et al., 2011)."
8 Final remarks,"While in our case we were worried about the compatibility of the most simple updating rules of the regularization parameter with the preservation of optimal complexity results, in [16] the main concern was the determination of regularizing parameters that optimize the accuracy of the quadratic model."
Methods,"In addition, pairwise linkage disequilibrium coefficients were calculated and expressed as the D9 5 D/Dmax or D/Dmin, according to Thompson et al. (1988)."
4. Discussion,"These results also contradict previous studies that suggest low Fe levels contribute to ADHD symptoms [60,61]; instead supporting opposing studies that indicate Fe deficiency does not contribute to ADHD [62]."
1 Introduction,", one-bit noise [13] flips a random bit of a binary solution before evaluation with probability p."
Introduction,Anticancer activities of antioxidants are investigated thoroughly revealing the most common mechanism of action as the fenton reaction in which antioxidants at higher concentrations act as oxidants to induce apoptotic cell death in cancer cells (Matés and Sánchez-Jiménez 2000).
1. Introduction,"Several edge-preserving filters (Hsieh 1998, Kachelriess et al 2001, Zhong et al 2004) have been proposed to reduce noise in CT images based on local characteristics of the projection data elements."
Methods,"Following precipitation with 0.3MNaAc and 2× volume of ethanol, the RNA was treated with DNAseI (Sigma) and quantified in a NanoDrop 1000 Spectrophotometer."
Introduction,Cultural and socioeconomic factors when taken into consideration might also have an impact of the patient-treatment interaction and subsequently the overall response to therapy [10].
Methodology,"(1996, p. 499) Kitzinger (1994, 1995) argues that interaction is the crucial feature of focus groups because the interaction between participants highlights their view of the world, the language they use about an issue and their values and beliefs about a situation."
,"br A recent work (Bhuiyan et al., 2004) in the SCNT bovine field demonstrated that transfected ear fibroblasts were less able to develop to the blastocyst stage than their non-transfected counterpart, regardless of passage number (early or late). More likely, discrepancies among results reported up to now are due to differences in vector type, transfection protocols (Bhuiyan et al., 2004), NT methods and donor cell culture conditions (Wells et al., 2003; Miyoshi et al., 2003). Furthermore, the site of gene(s) integration(s), the transgene used and its possible interference in endogenous gene expression could influence results (Hodges and Stice, 2003). Another aspect to consider is donor cell lines and genotypes, since Heyman et al. (2002) found that four different subcultures isolated from a single skin biopsy resulted in significantly different NT blastocyst rates (ranging from 5 to 30%), and Kühholzer et al. (2001) even found different morula and blastocyst rates among clonal colonies obtained from the same donor cell fetus. In our investigation of in vivo developmental capacity after transfer of NT embryos to recipient cows, we did not observe significant differences in initial pregnancy (< day 40 of gestation) rates between transfected and non-transfected donor cells, which was also reported by Zakhartchenko et al. (2001). In contrast, Forsberg et al. (2002) reported lower rates of initial pregnancy for NT of transfected cells than for NT of non-transfected cells. In our study, the small number of recipients carrying transgenic and non-transgenic cloned embryos precludes a conclusive result concerning embryo survival to term. Nevertheless, we suggest that to some extent transfection procedures negatively affect fetal viability, since non-transgenic pregnancies were miscarried during the first trimester of gestation, though one initial TFCE pregnancy (44 days of gestation) was interrupted. On the other hand, two pregnancies of the FCE group were carried to term. This is supported by the findings of Zakhartchenko et al. (2001) and Brophy et al. (2003) who observed a lower pregnancy rate (> day 30 of gestation) and a lower proportion of viable calves at weaning for NT using transfected cells than for their non-transfected counterpart."
2.3. Analytical techniques,DGS composition was determined by the method described by Kim et al. (2008a).
Changes in CO2 and O3 Effects Through Time,"It appears that the initial stimulation of growth by elevated CO2 allows forests to more quickly reach the point in stand development where environmental factors (light, water, nutrients, and so on) limit canopy production, but eventually, trees growing under ambient conditions reach a similar set of limitations to growth (Körner 2006)."
1. Introduction,"We observe this effect in [23]; during training, their method can result in some members of the ensemble failing to receive any training signal."
Discussion,"Biobran/MGN-3 also enhances NK activity in animals, including aged mice (25) and animal bearing tumor (17,26)."
3.4. Implementation details,"Furthermore, Fan et al. (2009) also advocate using model-based choices of d, favoring smaller values in models where the response provides less information."
Background,"…control that can limit the opportunity for individuals to engage in illegal or harmful behavior; and mediate stressors that, in turn, may lead to the adoption of unhealthy coping mechanisms (Kawachi & Berkman, 2003; Link & Phelan, 1995; Sampson, 2003; Sampson, Morenoff, & Gannon-Rowley, 2002)."
Orthotopic xenograft transplantation,"To confirm the presence of metastases, sections were cut and stained with hematoxylin and eosin (H&E) as previously described (5)."
Background,"Repression of proangiogenic and metastatic factors (VEGF, bFGF, MMP2, and MMP9) was also detected in VBL-treated cancer cells (6)."
Methods,Large scale climatic conditions have been shown to affect avian productivity in general (Nott et al. 2002).
4.2. Methods,"Experimental as well as numerical methods were used to analyse the scenario of an RF exposed Petri dish (35 mm diameter) within a waveguide-based exposure setup at 1800 MHz (sXc-1800, Schuderer et al 2004b)."
5 7 8.8 6 0.9 14.0 6 2.5 0.22 6 0.01 0.13 6 0.01 0.69 6 0.02,"reported a better average motion ratio, but the signals also had substantially better SNR (25)."
1. Introduction,"…et al., 2005) and the proposed impairment in the processing of visual oscillatory (flicker-) stimuli in HE patients (Kircheis et al., 2002; Timmermann et
al., 2008), the aim of the present study was to follow-up on these findings and characterize alterations in the behavioral CFF,…"
5 Discussion,Three papers included in our review reported treatment contrasts and their 95% confidence intervals on two scales [12-14] – most likely assuming that both analyses have the same power.
DISCUSSION,"BDNF has been shown to interact with several neurotrans-
mitter systems, including the DA (Spenger et al., 1995), serotonin (5-HT) (Lyons et al., 1999; Rumajogee et al., 2002), and NPY systems (Barnea and Roberts, 2001; Nawa et al., 1993, 1994)."
Discussion,"Comparison of testes size in lemurs and the sister taxon, the lorises, however, revealed no grade shift between the two groups of strepsirrhines in a previous study (Kappeler 1997a), making this explanation unlikely."
,"It uses a CFD code, LeMANS [20,21], for the continuum regions, while using the DSMC code, MONACO [22], to simulate the rarefied regions."
Discussion,"2D and (Klingner et al., 2010; Shmuel et al., 2002)), led us to investigate the contribution of local and global intrinsic vascular signals to BOLD response variabilitymeasured from the bilateral sensory network across all experiments."
Discussion,"The impairment of mPFC in BD may be due, in part, to the symptoms of prominent cognitive and behavioral problems, including difficulties in making appropriate decisions (Minassian et al. 2004; Van der Gucht et al. 2009), which accompanied with bipolar mania."
4 Implementation,"For the implementation we worked with the existing German ParGram grammar (Dipper, 2003), which already contained a syntactic treatment of German discourse particles.7 The German grammar also already contained a basic semantic AKR component (Bobrow et al., 2007)."
Discussion,"Accumulating studies elucidated that intraocular angiogenic diseases such as diabetic retinopathy and retinopathy of prematurity were also mediated at least in part through VEGF activity [1, 16]."
,"Daptomycin is two- to fourfold more active in cationadjusted Mueller-Hinton broth containing 50 g of Ca(2) /ml than in medium containing 20 to 25 g of Ca(2) /ml, the concentration of Ca(2) presently recommended by the NCCLS (11)."
300 13±1 179.7±6.6 27.9±3.7 23.1±4.1,"Indeed, peripherally injected BC264 induced a hyperlocomotor activity in rats by increasing the extracellular levels of dopamine (Ladurelle et al. 1997) and of Met-enkephalin-like immunoreactivity in the anterior nucleus accumbens."
,Recent studies have shown that adipophilin is correlated with the activated inflammatory state of monocytes in subjects with a low level of high-density lipoprotein cholesterol (HDL-C) [22] and skin irritant cytotoxicity [23].
METHODS,"—The NWR from the right lower limb was investigated according to a validated method.(21) Before formal measurements were started, the subjects underwent training to familiarize them with the pain threshold assessment procedure."
METHODS,"Descriptive statistics are presented as means and SD or percentages. t-Tests and chi-square tests were performed to assess sex differences for PA, sedentary time, physical fitness components (BMI, push-ups, curl-ups, and sit and reach), and the overall physical fitness score."
Patients and methods,"…were reviewed by an independent radiologist regarding the degree of coronoid involvement (inclusion/ exclusion), the degree of osteoarthritis according to Broberg and Morrey (1986), and signs of prosthetic loosening according to the method developed by Popovic et al. (2007) for the proximal radius."
DISCUSSION,"In addition, bone marrow transplant retinopathy can mimic radiation retinopathy, and it is not possible to distinguish the 2 retinopathies unless affected patients have a history of exposure to one (eg, radiation) and not the other (eg, bone marrow transplantation); the same predicament occurs with the coexistence of diabetic retinopathy and radiation retinopathy.(8) Diseases and treatment complications that mimic radiation retinopathy may be additive, with resultant worse radiation retinopathy than would have been the case without the systemic disease (eg, diabetes mellitus) or treatment (eg, chemotherapy)."
Discussion,"Interestingly, the entry of non-zippering pathogens, Salmonella typhimurium and Shigella flexneri, was found to be independent of clathrin (Bonazzi and Cossart, 2006), suggesting that pathogens have evolved alternate strategies to gain access to the intracellular environment."
Discussion,"This con®rms our and other's recent ®ndings in the rat (Porcella et al., 1998) and human (Straiker et al., 1999; Porcella et al. 2000) ciliary bodies of signi®cantly detectable levels of CB1 transcripts and proteins."
3.1 Weak keys,"UMAC [9, 27] was introduced by Black, Halevi, Krawczyk, Krovetz and Rogaway in 1999."
1. Introduction,"The most common prebiotics used in humans are fructo-oligosaccharides (FOS) of different polymerization degrees (Guerreiro et al., 2016), either obtained from vegetables by hydrolysis or enzymatically synthesized (Flores-Maltos et al., 2014)."
1. Introduction,"Along with proteins of the Bcl-2 family, other mitochondrial proteins are known to play a key role in mammalian cell apoptosis (Kroemer and Reed, 2000; Wang and Zhang, 2001, reviewed in Bayir and Kagan, 2008; Ola et al., 2011)."
4. Discussion,"These results reinforce literature data (Dantas et al., 1999; Ibusuki and Minamishima, 1990) demonstrating the ability of CV to increase NK cells activity."
Introduction,"Generally, plasma homocysteine levels increase with age and are higher in males than in females (Gonzalez-Gross et al. 2012)."
1. Introduction,"…(HPMC) (Kushida and Gotoda, 2013; Miyazaki et al., 2011) or enteric polymers such as hydroxypropyl methylcellulose phthalate (HPMCP) (Miyazaki et al., 2011) and hydroxypropyl methylcellulose acetate succinate (HPMCAS) (Friesen et al., 2008; Tanno et al., 2004) have demonstrated use…"
Introduction,"More recently, discrete-return lidar has been applied to several broad-leaved forests in North America (Popescu et al. 2003, 2004; Lim et al. 2003a; Lim and Treitz 2004)."
Introduction,"Mammalian Derlin-1 participates in the retrotranslocation of major histocompatibility complex class I protein [21,22], and Derlin-2 and Derlin3, two other human paralogs, have been implicated in ERAD [23]."
METHODS,"Isolation of Full-Length ACIF1 Clones
The 131-bp cDNA-AFLP fragment for ACRE189 was used as probe to screen a cDNA library established from elicited tobacco cells (Durrant et al., 2000)."
Results,"Accordingly, loss of striatal muscarinic M2/M4 / autoreceptors, a condition that causes an increase in endogenous acetylcholine (Zhang et al., 2002), impairs LTD but
not LTP (Bonsi et al., 2008)."
RESULTS,"A couple of recent studies reported identifying large numbers of craniofacial enhancers; one study combined ChIP-seq for P300, H3K27ac, and H3K4me1 from neural crest cells derived from human embryonic stem cells (43), and the other study used ChIPseq for P300 from the whole face of E11."
1. INTRODUCTION,"For example, it is well known that translation-invariant undecimated wavelets (Coifman and Donoho, 1995) are a dramatically more effective domain than the basic fully decimated orthogonal (or biorthogonal) wavelets for denoised a signal by shrinkage; the realization of
1 This work was partially…"
DISCUSSION,"Our data, along with previously published findings (3, 9), suggest an additional mechanism by which the functional sarcolemmal pool of KATP channels is regulated."
Introduction,"The length of yeast telomeres is regulated by the duplex telomeric DNA binding protein Rap1p (reviewed by Shore, 1994)."
Results and Discussion,"HA monomer, consisting of two linked subunits; HA1 (~324 amino acids) and HA2 (~222 amino acids, (Webster et al., 1992), totally weighs about 60 kDa in the unglycosylated form (Sriwilaijaroen et al., 2012)."
DISCUSSION,"…demonstrated that blocking MST1/2 kinase activities with a newly identified compound, 4-((5,10-dimethyl-6-oxo-6,10-dihydro-5H-pyrimido [5,4-b]thieno[3,2-e][1,4]diazepin-2-l)amino)benzenesulfonamide (XMU-MP-1), has benefits for intestinal and liver repair and regeneration in mice (Fan et al., 2016)."
ACOUSTIC MODELLING,The merging is based on the increase in the weighted-bycounts entropy [1] and is stopped by a threshold indicating the minimum number of training samples required to estimate a weight distribution.
,"Third, we used a meta-analysis technique to assemble the results of eligible studies, and the pooled results were presented in the format of quantitative data; whereas in the systematic review by Jiang et al, they only described the previous relevant studies and did not give a quantitative analysis for these studies.(13) Although studies comparing between ACDF and ACCF have been done, the optimal approach that provides better clinical effects in the treatment of CSM remains controversial."
,Ligation of SIRPα by CD47 is thought to promote the tyrosine phosphorylation of the cytoplasmic region of SIRPα.(20) We therefore propose that either cis or trans interaction of CD47 with SIRPα on cDCs promotes CD4 cDCs survival in secondary lymphoid organs by inducing the tyrosine phosphorylation of SIRPα.
1 Introduction,The normalized image is not processed by the log-Gabor filters that are used by IrisBEE software [13] to create the “iris code” for recognition purpose and no geometrics features are used.
Methods,Comparison of novel and annotated introns The GC content of both the novel and annotated introns sets was determined using the ‘geecee’ function within the European Molecular Biology Open Software Suite (EMBOSS) (Rice et al. 2000).
4. Discussion,"In mammals, it has been shown in vitro that glucocorticoids act at the level of the pituitary to stimulate GH gene expression [57]."
,"Although the majority of studies examining val66met have found no association with AD (20, 25, 27-36), at least two studies have suggested higher frequencies of the val allele among patients with AD (19, 37)."
,"Letters
The Role of Ocular Perfusion Pressure in Glaucoma Cannot Be Studied With Multivariable Regression Analysis Applied to Surrogates
Ocular perfusion pressure (OPP) is not easily directly measurable, and the difference between blood pressure and intraocular pressure (IOP) has been suggested as a simple surrogate of OPP.1 We write in relation to publications in this journal2,3 and elsewhere4 that have reported a significant association between OPP surrogates and glaucoma."
2 Methods,"Biological neurons in vivo show a substantial variability in the exact timing of action potentials to identical stimulus presentations (Calvin & Stevens, 1968; Softky & Koch, 1993; Shadlen & Newsome, 1998)."
Discussion,"Although not asked to patients themselves, our results indicated that physicians estimation was that patients’ perspective on NGS panels is likely to be highly positive (~66,5 %), coinciding with studies on pharmacogenomics/-genetics that did include patients in their study population [15, 16]."
,"A number of factors can cause different time estimates from different molecular data (for detailed discussions, see Nikoh et al. 1997; Gu 1997)."
Discussion,Moreno et al. (1991); Rojas et al. (2001) and Moreira et al. (2008) have previously shown more isoamyl acetate production in coinoculation of S. cerevisiae with a non-Saccharomyces in wine fermentations.
Introduction,"Two of themost important group of proteins involved in the cell cycle machinery are cyclins and cyclin-dependent kinases (CDKs) (Murray, 2004; Chulu and Liu, 2009)."
Introduction,"The rationale for using hRPE cells was based on their ability to secrete L-dopa from tyrosine, catalyzed by the enzyme tyrosinase, as part of their eumelanin synthesis pathway (Ito and Wakamatsu 2008)."
Discussion,"In contrast to the results here, Talukdar and Germida (1993) found that AMF colonization was different between lentil and wheat, and Scheublin et al. (2004) found that legumes were colonized by distinctly different AMF communities than nonlegume host plants."
Discussion,"Ozbag et al., found the prevalence of MBs to be 60 in 2002 (Ozbag et al. 2002) and 63 % in 2004 (Ozbag and Kervancioglu 2004) in sheep hearts."
1 Introduction,"The studies on VA are conducted for several languages and actual datasets are acquired for different languages including English [12, 13], German [14], French [15], Spanish [16] and Chinese [17–19]."
4. Discussion,"…implicated the MEK/ERK signalling pathway in IFN-γ-stimulated iNOS expression; thus, exposure of microglial/ macrophage cells to this cytokine in the presence of MEK or ERK inhibitors inhibited the effect of IFN-γ (Blanchette et al., 2003; Han et al., 2003; Park et al., 2005; Shen et al., 2005)."
Results,"Moreover, the publications suggest that the approach makes it possible to foster a ‘shared responsibility between students and instructors’ (McLaughlin et al., 2014, p. 242), and overall, optimising classroom time is often specifically emphasised (Gannod et al., 2008; Mason et al., 2013; McLaughlin…"
Discussion,"Six studies [7, 15, 20, 24, 26, 27] were prospective, and two studies [18, 23] were randomized controlled studies."
3 Related Work,"phi is a meta-program interpreted in [112, 24] as a second-order predicate which applies to the predicate p."
Discussion,The results of this study indicate that the accumulation potential of feathers are in accordance with Skoric et al. (2012) and Misztal-Szkudlinska et al. (2012).
ActiveLeZi,"Another on-demand algorithm that considers several Markov models is ActiveLeZi [Gopalratnam and Cook, 2007]."
Methods,Zung Self-Rating Anxiety Scale (SAS) (6) was used to assess the degree of anxiety in pregnant women.
METHODS,"The Western immunoblotting procedure was used to localize and quantify Ca2 -ATPase, PLN, CaM kinase II, and calsequestrin in SR membrane vesicles and cardiac muscle homogenates according to the procedure described by Xu and Narayanan (59)."
1. Introduction,"As stated by Spyropoulos (2000), a hospital infrastructure is composed of:
(a) Human resources: physicians, nurses, administrative personal, technicians for equipment maintenance, etc. (b) Intensive therapy units, with an expensive infrastructure.
ll rights reserved.
ta Filho)."
Discussion,"Indeed, mammalian nuclear receptors such as PPAR-a and PPAR-c are activated by fatty acids or their derivatives [26,27] and structural analysis of the ligand binding domain of HNF4a revealed long chain fatty acids bound in the ligand binding pocket [35,36]."
"John M. Howell,1 Thom A. Mayer,1 Dan Hanfling,1 Allan Morrison,2 Glenn Druckenbrod,1 Cecele Murphy,1 Robert Cates,1 and Denis Pauze1","We retrospectively compared 2 methods that have been proposed to screen for IA [1, 2]."
Introduction,"Mammals, birds and reptiles have six MBDs; nematodes and insects contain four MBDs, whereas bacteria or lower eukaryotes (e.g. yeast) contain only one or two MBDs (Yu et al. 2017a)."
RESULTS,"The implied translational impairment of Scp160p target mRNAs in Scp160p-deficient cells is consistent with their slow-growth phenotype, especially when grown on media supplemented with translation elongation inhibitors (11,12)."
2 DATA-DRIVEN KC MODEL REFINEMENT USING THE ADDITIVE FACTORS MODEL,"Despite these limitations, AFM has turned out to be very useful in practice, for example in helping to refine KC models in given task domains [1,18,19,23], as we do in the current paper."
Introduction,", 2001) have been conducted since the establishment of highly active antiretroviral therapy (HAART) as the standard of care, with six additional studies (Baigis et al., 2002; Lox et al., 1996; MacArthur et al., 1993; Perna et al., 1999; Stringer, Berezovskaya, O’Brien, Beck, & Casaburi, 1998; Terry et al., 2006) including subjects on some type of antiretroviral therapy."
Tissue preparation,"In five consecutive sections, five measurements of GCL width were performed at 25 μm intervals (Haas et al., 2002; Houser, 1990) using AxioVision software (Carl Zeiss AG, Oberkochen, Germany)."
1 INTRODUCTION,"Several routing schemes as surveyed in [16] adopt the planar graph [24] derived from the unit disk graph (UDG) as their network topologies, such as GPSR [3], GFG [17], Compass Routing II [18], AFR [19], GOAFR [20] GOAFR+ [21], GOAFR++ [16], and GPVFR [22]."
Results,b-catenin normally associates with E-cadherin and with a-catenin and thereby participates in the regulation of cell-to-cell adhesion (Vleminckx and Kemler 1999; Miyoshi and Takai 2005).
Introduction,", 1983), along with downstream substrates, including NMDA receptors (NMDA-Rs) and AMPA-receptors (AMPA-Rs) (Yoshimura et al., 2000)."
METHODS,"The Delphi method is an iterative, anonymous, data-driven survey method that facilitates expert-group consensus building.(22) The four defining characteristics of the Delphi method were upheld throughout the process: anonymity, iteration, controlled feedback, and statistical group response."
DISCUSSION,"These results are consistent with those of Liong and Shah, who reported that decreased fecal Escherichia coli counts result from probiotic feeding in rats (46)."
Results and discussion,"…used in the present study has been proven to be suitable for the extraction of resveratrol from several transgenic plants (Szankowski et al., 2003; Zhu et al., 2004; Rühmann et al., 2006), resveratrol has not been found in methanol or acetone extracts of strawberry (Aharoni et al., 2002;…"
Introduction,described the prevalence of ASD in England as 4/10 000 for children aged 8–10 years (Lotter 1966).
Methods,"The duration of phase I was estimated from the averaged response profile, as the time at which there was a marked inflection point in the _ VO2, _ V CO2 and _ V E response and change in end tidal oxygen, end tidal carbon dioxide and R from baseline values (Whipp et al. 1982)."
Introduction,"In the past, emails, e-consultations, and requests for medical advice via the Internet have been manually analyzed using quantitative or qualitative methods [1-6]."
Introduction,It has also been documented that children and adolescents with epilepsy experience more emotional and behavioural problems than healthy controls and others with chronic conditions [9-26].
METHODS,"Other investigators using different experimental models, animals, and anesthetic agents experienced similar difficulty in stabilizing the circulatory volume when a crystalloid solution, saline, or Ringer solution was used to replace the blood lost (8, 12, 40, 41, 44, 55)."
Discussion,"In the subsequent studies, Yoshida et al. (2004b) and Ishii et al. (2004) confirmed the reversibility of 2,6-dihydroxybenzoate decarboxylase of Rhizobium sp. strain MTP-10005 and R.radiobacter WU-0108, respectively."
Methods,"We used the HB cell lines HUH6 (Japanese Collection of Research Bioresources, JCRB, Osaka, Japan), HepT1 [41], HepT3 [7], and HepG2 [42], as well as the hepatocellular carcinoma (HCC) cell line HUH7 (JCRB)."
